"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"R-MMU-2980766","Nuclear Envelope Breakdown","33/3969","47/8684",0.702127659574468,1.53622489184799,3.38180872984391,0.000575841069168546,0.0104108409171901,0.00907298459859547,"Nup210/Seh1l/Rbm39/Lpin1/Nup160/Prkcb/Pom121/Aaas/Rae1/Nup153/Nup58/Banf1/Lmnb1/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Tpr/Cdk1/Nup62/Nup37/Lpin3/Nup133/Nup107/Nup54/Lmna/Prkca/Ccnb1/Ctdnep1/Nup43",33
"R-MMU-73762","RNA Polymerase I Transcription Initiation","30/3969","42/8684",0.714285714285714,1.56282618867653,3.35448931515677,0.000645057197591377,0.011480002313384,0.0100047522586952,"Chd3/Polr2e/Gatad2b/Hdac2/Polr1c/Hdac1/Taf1c/Polr1f/Rrn3/Mta2/Taf1d/Polr2h/Cdk7/Rbbp7/Ttf1/Rbbp4/Polr1e/Chd4/Polr1h/Ehmt2/Mnat1/Polr2l/Gtf2h2/Tbp/Taf1a/Ercc3/Ccnh/Taf1b/Mta3/Gtf2h3",30
"R-MMU-450513","Tristetraprolin (TTP, ZFP36) binds and destabilizes mRNA","14/3969","16/8684",0.875,1.91446208112875,3.35892914933173,0.000679897430522137,0.0119138949748418,0.0103828870766377,"Exosc8/Exosc4/Exosc5/Tnpo1/Ywhab/Exosc7/Exosc1/Exosc2/Exosc6/Dcp1a/Dcp2/Mapkapk2/Dis3/Exosc3",14
"R-MMU-110314","Recognition of DNA damage by PCNA-containing replication complex","22/3969","29/8684",0.758620689655172,1.65982919349093,3.26536392787939,0.000931220924669553,0.0158307557193824,0.0137964074149786,"Rpa1/Pole4/Pold1/Rpa3/Cul4b/Rfc1/Usp1/Pold2/Rpa2/Pold4/Dtl/Ubc/Rad18/Ube2b/Cul4a/Rfc2/Pole3/Rps27a/Rbx1/Wdr48/Rfc3/Ubb",22
"R-MMU-75067","Processing of Capped Intronless Pre-mRNA","22/3969","29/8684",0.758620689655172,1.65982919349093,3.26536392787939,0.000931220924669553,0.0158307557193824,0.0137964074149786,"Cpsf6/Cstf2/Pabpn1/Cpsf1/Cpsf3/Snrpg/Cpsf7/Cstf3/Pcf11/Wdr33/Nudt21/Cpsf2/Cstf1/Fip1l1/Cpsf4/Snrpe/Slbp/Cstf2t/Snrpb/Snrpd3/Sympk/Papola",22
"R-MMU-5696395","Formation of Incision Complex in GG-NER","29/3969","41/8684",0.707317073170732,1.54757910390895,3.22434229418435,0.00102501923123142,0.0169043138224351,0.0147320067783894,"Rpa1/Chd1l/Ube2i/Ddb2/Ube2v2/Rpa3/Pias1/Cul4b/Rnf111/Cdk7/Sumo1/Cetn2/Rpa2/Ercc1/Sumo2/Parp2/Usp45/Ubc/Mnat1/Gtf2h2/Ercc4/Ercc3/Cul4a/Xpa/Rps27a/Ccnh/Rbx1/Ubb/Gtf2h3",29
"R-MMU-109581","Apoptosis","62/3969","101/8684",0.613861386138614,1.34310211066458,3.18199228093839,0.00103846675092322,0.0169043138224351,0.0147320067783894,"Tlr4/Cd14/Stk26/Bcl2/Satb1/Kpnb1/Ppp3cc/Add1/Aven/Ly96/Hmgb2/Acin1/Ywhab/Mapk8/Fnta/Bmx/Bak1/Appl1/Ywhaq/Diablo/Lmnb1/Bmf/Opa1/Casp6/Tjp2/Dffb/Dnm1l/Ripk1/Apaf1/Ppp3r1/Vim/Ywhag/Mapk3/Mapt/Bax/Hmgb1/Pmaip1/Prkcq/H1f0/Gsdme/Tnfsf10/Bcl2l11/Dynll1/Mapk1/Gsdmd/Lmna/Bad/Dsg2/Plec/Kpna1/Dffa/Sorbs2/Fasl/Cflar/Casp7/Cycs/Septin4/Nmt1/Gzmb/Dsp/Ywhaz/Tnfrsf10b",62
"R-MMU-5696399","Global Genome Nucleotide Excision Repair (GG-NER)","48/3969","75/8684",0.64,1.40029226505417,3.19422921442882,0.00103889549391611,0.0169043138224351,0.0147320067783894,"Rpa1/Pole4/Chd1l/Ube2i/Ddb2/Pold1/Ube2v2/Nfrkb/Rpa3/Actr8/Pias1/Cul4b/Ino80d/Rnf111/Rfc1/Cdk7/Sumo1/Pold2/Cops4/Cetn2/Actl6a/Yy1/Rpa2/Ercc1/Pold4/Sumo2/Ino80/Parp2/Tfpt/Usp45/Ubc/Mnat1/Gtf2h2/Ercc4/Mcrs1/Ercc3/Cul4a/Xpa/Rfc2/Polk/Pole3/Rps27a/Ccnh/Rbx1/Ruvbl1/Rfc3/Ubb/Gtf2h3",48
"R-MMU-76061","RNA Polymerase III Transcription Initiation From Type 1 Promoter","20/3969","26/8684",0.769230769230769,1.68304358780549,3.20008049959739,0.00118980299823311,0.0188220224303821,0.0164032781773951,"Polr2e/Gtf3c2/Polr1c/Gtf3a/Polr3a/Polr3g/Bdp1/Polr2h/Polr3e/Gtf3c1/Polr3h/Polr2l/Gtf3c6/Tbp/Polr3f/Polr3b/Gtf3c4/Polr3gl/Polr3k/Gtf3c3",20
"R-MMU-76071","RNA Polymerase III Transcription Initiation From Type 3 Promoter","20/3969","26/8684",0.769230769230769,1.68304358780549,3.20008049959739,0.00118980299823311,0.0188220224303821,0.0164032781773951,"Polr2e/Polr1c/Polr3a/Snapc2/Polr3g/Snapc3/Bdp1/Snapc4/Polr2h/Pou2f1/Polr3e/Polr3h/Polr2l/Snapc1/Tbp/Polr3f/Polr3b/Snapc5/Polr3gl/Polr3k",20
"R-MMU-202427","Phosphorylation of CD3 and TCR zeta chains","11/3969","12/8684",0.916666666666667,2.00562694213488,3.19817695843772,0.00125939235175557,0.0196499710773917,0.0171248303922928,"Lck/Cd3g/Cd3e/Cd247/Cd3d/Csk/Cd4/Ptprj/H2-Eb2/Ptprc/Ptpn22",11
"R-MMU-170834","Signaling by TGF-beta Receptor Complex","45/3969","70/8684",0.642857142857143,1.40654356980888,3.13320119894586,0.00128839422015823,0.0198308245508138,0.0172824430954368,"Arhgef18/Trim33/E2f5/Tgfbr2/Sp1/Ccnt2/Tgfbr3/Smad7/Hdac1/Skil/Stub1/Smad3/Smad2/Ube2d3/Rnf111/Smad4/Tfdp1/Itga8/Cdk9/Smurf2/Usp9x/Wwtr1/Snw1/Ccnt1/Ubc/Ube2d1/Men1/Mapk3/Mapk1/Ncor2/Tgif1/Prkcz/Ccnc/Strap/Ppm1a/Rps27a/Ltbp2/Ltbp1/Rhoa/Fkbp1a/Mtmr4/Rbl1/Ubb/Pard3/Tgif2",45
"R-MMU-1660516","Synthesis of PIPs at the early endosome membrane","13/3969","15/8684",0.866666666666667,1.89622910892752,3.1872400564439,0.00131399528084773,0.0199552083318075,0.0173908428047636,"Inpp4b/Pik3c3/Pikfyve/Pi4k2a/Mtmr12/Mtm1/Inpp5f/Inpp4a/Pik3r4/Pik3c2a/Mtmr2/Fig4/Mtmr4",13
"R-MMU-70171","Glycolysis","40/3969","61/8684",0.655737704918033,1.43472568140796,3.12597588059618,0.00134731873264746,0.0199734764704836,0.0174067633766148,"Gapdh/Nup210/Seh1l/Adpgk/Pgam1/Pgk1/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Gpi1/Nup88/Nup35/Nup155/Eno4/Ranbp2/Nup98/Pkm/Pgk2/Nup85/Tpi1/Nup214/Hk3/Tpr/Gnpda2/Gck/Nup62/Nup37/Hk1/Nup133/Nup107/Pfkfb3/Nup54/Pfkp/Pfkl/Pfkfb2/Gapdhs/Nup43",40
"R-MMU-109606","Intrinsic Pathway for Apoptosis","27/3969","38/8684",0.710526315789474,1.55460078768349,3.14339723050576,0.00136780611474778,0.0199734764704836,0.0174067633766148,"Bcl2/Ppp3cc/Aven/Ywhab/Mapk8/Bak1/Ywhaq/Diablo/Bmf/Apaf1/Ppp3r1/Ywhag/Mapk3/Bax/Pmaip1/Gsdme/Bcl2l11/Dynll1/Mapk1/Gsdmd/Bad/Casp7/Cycs/Septin4/Nmt1/Gzmb/Ywhaz",27
"R-MMU-5696400","Dual Incision in GG-NER","27/3969","38/8684",0.710526315789474,1.55460078768349,3.14339723050576,0.00136780611474778,0.0199734764704836,0.0174067633766148,"Rpa1/Pole4/Chd1l/Ddb2/Pold1/Rpa3/Cul4b/Rfc1/Pold2/Rpa2/Ercc1/Pold4/Parp2/Ubc/Gtf2h2/Ercc4/Ercc3/Cul4a/Xpa/Rfc2/Polk/Pole3/Rps27a/Rbx1/Rfc3/Ubb/Gtf2h3",27
"R-MMU-168898","Toll-like Receptor Cascades","84/3969","144/8684",0.583333333333333,1.27630805408583,3.06747093554477,0.00145033591293017,0.0209105393016134,0.0182234079399487,"S100a8/S100a9/App/Tlr4/Mapk11/Ikbkb/Cd14/Peli1/Rps6ka5/Irf3/Jun/Tlr2/N4bp1/Tirap/Irf7/Pik3c3/Ptpn4/Creb1/Ly96/Nkiras1/Traf3/Lgmn/Atf2/Ube2d2a/Ppp2r1b/Usp18/Rps6ka2/Lbp/Mapk8/Dusp7/Optn/Peli2/Ube2d3/Ctsl/Rps6ka3/Nfkbia/Map3k7/Rela/Map2k7/Itgb2/Slc15a4/Tbk1/Map2k6/Ripk1/Cul1/Ube2v1/Mapk14/Nkiras2/Fbxw11/Ubc/Ube2d1/Mapk3/Pik3r4/Mapk10/Tifa/Hmgb1/Ctss/Nfkb1/Map3k8/Cd36/Gsdme/Mapk9/Tab2/Mapkapk2/S100b/Mapk1/Gsdmd/Ripk3/Cd180/Irak1/Dnm2/Ctsb/Usp14/Rps27a/Tlr7/Tlr6/Ptpn11/Dnm1/Ly86/Dnm3/Nfkb2/Map2k3/Ubb/Ppp2r1a",84
"R-MMU-429947","Deadenylation of mRNA","18/3969","23/8684",0.782608695652174,1.71231391107168,3.13823835578218,0.00150067680640192,0.0213658860311474,0.0186202398478554,"Cnot6l/Cnot2/Cnot1/Eif4a2/Cnot4/Cnot6/Pan3/Eif4b/Pan2/Parn/Cnot10/Eif4g1/Cnot3/Eif4a3/Cnot7/Cnot9/Cnot8/Paip1",18
"R-MMU-9772755","Formation of WDR5-containing histone-modifying complexes","25/3969","35/8684",0.714285714285714,1.56282618867653,3.06097633709642,0.00182519268857308,0.0256602678225004,0.0223627674845136,"Kmt2b/Phf20/Psip1/Kansl2/Kansl1/Cxxc1/Zzz3/Ash2l/Phf20l1/Kat8/Kdm6a/Kat2a/Wdr82/Setd1b/Mbip/Kansl3/Hcfc1/Men1/Ogt/Kat14/Paxip1/Mcrs1/Rbbp5/Wdr5/Yeats2",25
"R-MMU-6781827","Transcription-Coupled Nucleotide Excision Repair (TC-NER)","44/3969","69/8684",0.63768115942029,1.3952187423547,3.02391122918849,0.00184735905306851,0.0256602678225004,0.0223627674845136,"Rpa1/Aqr/Pole4/Polr2a/Polr2e/Pold1/Rpa3/Polr2b/Xab2/Prpf19/Usp7/Cul4b/Polr2h/Rfc1/Cdk7/Pold2/Cops4/Rpa2/Ercc1/Pold4/Xrcc1/Polr2g/Ubc/Mnat1/Polr2l/Gtf2h2/Ercc4/Uvssa/Ercc3/Cul4a/Xpa/Ercc8/Rfc2/Tcea1/Polk/Pole3/Rps27a/Ccnh/Rbx1/Isy1/Rfc3/Ubb/Gtf2h3/Zfp830",44
"R-MMU-76066","RNA Polymerase III Transcription Initiation From Type 2 Promoter","19/3969","25/8684",0.76,1.66284706475183,3.0449773984663,0.00203393464736012,0.0279114646185925,0.0243246718130703,"Polr2e/Gtf3c2/Polr1c/Polr3a/Polr3g/Bdp1/Polr2h/Polr3e/Gtf3c1/Polr3h/Polr2l/Gtf3c6/Tbp/Polr3f/Polr3b/Gtf3c4/Polr3gl/Polr3k/Gtf3c3",19
"R-MMU-1483255","PI Metabolism","46/3969","73/8684",0.63013698630137,1.37871241850368,2.98111536771865,0.00210077353885028,0.028485488818458,0.0248249304152358,"Inpp4b/Pip4k2b/Pi4ka/Pik3c3/Pip4p1/Pikfyve/Pik3ca/Pi4k2a/Mtmr12/Sbf1/Inpp5k/Bmx/Inpp5e/Mtm1/Pik3r6/Pten/Pik3cg/Pip5k1c/Inpp5f/Pi4kb/Pip4k2c/Pik3r3/Arf3/Pik3cd/Inpp4a/Pip5k1a/Plekha5/Pik3r4/Gde1/Mtmr7/Pnpla6/Tnfaip8l1/Rab14/Pik3c2a/Rab4a/Mtmr2/Tnfaip8/Fig4/Plekha3/Plekha2/Mtmr1/Mtmr6/Sacm1l/Mtmr4/Rufy1/Pip4k2a",46
"R-MMU-2559580","Oxidative Stress Induced Senescence","26/3969","37/8684",0.702702702702703,1.53748306129259,3.00585146533028,0.00216503656931853,0.0286741471215559,0.0249893449800169,"Mapk11/Trp53/Jun/Suz12/Mdm4/Txn1/Cdk4/Tnik/Mapk8/Map2k7/Rbbp7/Rbbp4/Map2k6/Mapk14/Ubc/Mapk3/Mapk10/Mapk9/Cdk6/Mapkapk2/Eed/Mapk1/Rps27a/Map2k3/Ubb/Map4k4",26
"R-MMU-3899300","SUMOylation of transcription cofactors","26/3969","37/8684",0.702702702702703,1.53748306129259,3.00585146533028,0.00216503656931853,0.0286741471215559,0.0249893449800169,"Bmi1/Ube2i/Cbx4/Rnf2/Sin3a/Phc1/Pias2/Ddx17/Pias1/Park7/Sumo1/Mbd1/Ctbp1/Npm1/Phc3/Pias4/Zfp131/Sumo2/Casp8ap2/Nrip1/Mrtfa/Cbx2/Ring1/Phc2/Topors/Cbx8",26
"R-MMU-6804115","TP53 regulates transcription of additional cell cycle genes whose exact role in the p53 pathway remain uncertain","14/3969","17/8684",0.823529411764706,1.80184666459176,3.03609943408486,0.00222334680501101,0.0291079541483625,0.0253674051678812,"Cnot6l/Cnot2/Cnot1/Cnot4/Cnot6/Btg2/Cnot10/Npm1/Cnot3/Cnot7/Plk2/Cnot9/Cdc25c/Cnot8",14
"R-MMU-1483257","Phospholipid metabolism","105/3969","187/8684",0.561497326203209,1.22853181676711,2.89847305724605,0.00241103553173886,0.0309723399611968,0.0269922060749583,"Inpp4b/Pip4k2b/Gpd1l/Etnk1/Miga1/Dgat2/Pi4ka/Pik3c3/Pip4p1/Lpin1/Pitpnm3/Pikfyve/Pik3ca/Tafazzin/Pitpnm2/Stard7/Osbpl5/Pi4k2a/Pitpnm1/Mtmr12/Sbf1/Lclat1/Inpp5k/Mboat7/Bmx/Inpp5e/Mtm1/Osbpl8/Gpat3/Pik3r6/Ddhd1/Chkb/Csnk2a1/Slc44a2/Tmem86b/Hadhb/Cpne3/Pten/Pik3cg/Lpcat1/Pip5k1c/Lpgat1/Inpp5f/Pi4kb/Pip4k2c/Pik3r3/Arf3/Pla2g4a/Pik3cd/Inpp4a/Csnk2a2/Pip5k1a/Cdipt/Plekha5/Ptdss2/Pla2g2a/Agpat2/Cds1/Lpcat2/Pik3r4/Gde1/Lpin3/Mtmr7/Pnpla6/Pnpla2/Pla2g15/Tnfaip8l1/Rab14/Pla2g1b/Pik3c2a/Selenoi/Abhd4/Dgat1/Cds2/Plbd1/Rab4a/Miga2/Gpd1/Mtmr2/Chka/Etnk2/Agk/Tnfaip8/Fig4/Plekha3/Plekha2/Slc44a3/Pla2g4c/Pla1a/Mtmr1/Mtmr6/Mgll/Ptdss1/Acp6/Mboat1/Ddhd2/Etnppl/Pld2/Sacm1l/Mtmr4/Agpat3/Pla2g2e/Crls1/Rufy1/Pip4k2a",105
"R-MMU-174437","Removal of the Flap Intermediate from the C-strand","12/3969","14/8684",0.857142857142857,1.87539142641183,3.00740113535316,0.00251795325301761,0.0309723399611968,0.0269922060749583,"Rpa1/Pold1/Rpa3/Acd/Terf2/Terf1/Pold2/Rpa2/Terf2ip/Pold4/Pot1a/Dna2",12
"R-MMU-5358508","Mismatch Repair","12/3969","14/8684",0.857142857142857,1.87539142641183,3.00740113535316,0.00251795325301761,0.0309723399611968,0.0269922060749583,"Rpa1/Pold1/Msh6/Rpa3/Msh3/Pold2/Rpa2/Pold4/Msh2/Mlh1/Pms2/Exo1",12
"R-MMU-8956320","Nucleotide biosynthesis","12/3969","14/8684",0.857142857142857,1.87539142641183,3.00740113535316,0.00251795325301761,0.0309723399611968,0.0269922060749583,"Adss1/Atic/Impdh2/Gart/Cad/Dhodh/Adsl/Gmps/Paics/Ppat/Umps/Adss2",12
"R-MMU-166166","MyD88-independent TLR4 cascade","58/3969","96/8684",0.604166666666667,1.3218904845889,2.90959364012007,0.00252890923300378,0.0309723399611968,0.0269922060749583,"App/Tlr4/Mapk11/Ikbkb/Cd14/Rps6ka5/Irf3/Jun/N4bp1/Irf7/Creb1/Ly96/Nkiras1/Traf3/Atf2/Ube2d2a/Ppp2r1b/Usp18/Rps6ka2/Mapk8/Dusp7/Optn/Ube2d3/Rps6ka3/Nfkbia/Map3k7/Rela/Map2k7/Tbk1/Map2k6/Ripk1/Cul1/Ube2v1/Mapk14/Nkiras2/Fbxw11/Ubc/Ube2d1/Mapk3/Mapk10/Tifa/Hmgb1/Nfkb1/Map3k8/Mapk9/Tab2/Mapkapk2/S100b/Mapk1/Ripk3/Irak1/Usp14/Rps27a/Ptpn11/Nfkb2/Map2k3/Ubb/Ppp2r1a",58
"R-MMU-937061","TRIF (TICAM1)-mediated TLR4 signaling","58/3969","96/8684",0.604166666666667,1.3218904845889,2.90959364012007,0.00252890923300378,0.0309723399611968,0.0269922060749583,"App/Tlr4/Mapk11/Ikbkb/Cd14/Rps6ka5/Irf3/Jun/N4bp1/Irf7/Creb1/Ly96/Nkiras1/Traf3/Atf2/Ube2d2a/Ppp2r1b/Usp18/Rps6ka2/Mapk8/Dusp7/Optn/Ube2d3/Rps6ka3/Nfkbia/Map3k7/Rela/Map2k7/Tbk1/Map2k6/Ripk1/Cul1/Ube2v1/Mapk14/Nkiras2/Fbxw11/Ubc/Ube2d1/Mapk3/Mapk10/Tifa/Hmgb1/Nfkb1/Map3k8/Mapk9/Tab2/Mapkapk2/S100b/Mapk1/Ripk3/Irak1/Usp14/Rps27a/Ptpn11/Nfkb2/Map2k3/Ubb/Ppp2r1a",58
"R-MMU-389357","CD28 dependent PI3K/Akt signaling","17/3969","22/8684",0.772727272727273,1.69069378593188,2.97592787160005,0.00260936511521055,0.031617732619413,0.027554661854911,"Lck/Rictor/Cd28/Pdpk1/Pik3ca/Fyn/Cd80/Map3k14/Pik3r3/Akt1/Akt3/Mtor/Map3k8/Prr5/Trib3/Cd86/Mlst8",17
"R-MMU-70326","Glucose metabolism","44/3969","70/8684",0.628571428571429,1.37528704603535,2.89230948392465,0.00279329953953208,0.0334901913213373,0.0291864982357756,"Gapdh/Nup210/Seh1l/Adpgk/Pgam1/Pgk1/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Gpi1/Nup88/Nup35/Nup155/Eno4/Ranbp2/Nup98/Pkm/Pgk2/Nup85/Tpi1/Nup214/Hk3/Tpr/Gnpda2/Gck/Pck2/Nup62/Nup37/Hk1/Nup133/Nup107/Pfkfb3/Nup54/Pfkp/Pfkl/Pfkfb2/Slc37a1/G6pc1/Gapdhs/Nup43/Fbp2",44
"R-MMU-159230","Transport of the SLBP Dependant Mature mRNA","24/3969","34/8684",0.705882352941177,1.54443999822151,2.91820656479158,0.00290566455562104,0.0344744992588788,0.0300443166222658,"Nxf1/Nup210/Seh1l/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Tpr/Slbp/Nup62/Nup37/Nup133/Nup107/Nup54/Nup43",24
"R-MMU-73887","Death Receptor Signaling","77/3969","133/8684",0.578947368421053,1.26671175292729,2.84376773483932,0.00296857792898171,0.0348578377434038,0.0303783937822003,"Arhgef18/Ikbkb/Otud1/Cyld/Arhgef1/Nsmaf/Plekhg2/Psen2/Casp2/Arhgef37/Sos1/Myd88/Tiam2/Bag4/Stub1/Ube2d2a/Arhgef6/Mapk8/Optn/Rack1/Ube2d3/Nfkbia/Vav2/Map3k7/Arhgef17/Rela/Itgb3bp/Tax1bp1/Vav3/Fgd4/Rbck1/Aph1b/Arhgef3/Lingo1/Madd/Sqstm1/Fgd2/Tbk1/Ripk1/Smpd2/Tnfrsf1a/Arhgef10l/Akap13/Arhgef10/Ubc/Ube2d1/Sppl2a/Usp2/Usp21/Ngfr/Nfkb1/Ube2l3/Itsn1/Tnf/Tab2/Trio/Tnfsf10/Bcl2l11/Mapkapk2/Traf1/Irak1/Aph1a/Bad/Rps27a/Fasl/Arhgef11/Tnfaip3/Gna13/Prex1/Cflar/Kalrn/Rhoa/Spata2/Ubb/Arhgef15/Arhgef25/Tnfrsf10b",77
"R-MMU-4551638","SUMOylation of chromatin organization proteins","41/3969","65/8684",0.630769230769231,1.3800957420005,2.82199242637747,0.00350353208377292,0.0407196228920139,0.0354869039204927,"Bmi1/Satb1/Ube2i/Cbx4/Nup210/Suz12/Seh1l/Hdac2/Rnf2/Phc1/Hdac1/Nup160/Pias2/Pom121/Aaas/Rae1/Pias1/Nup153/Nup58/Sumo1/Phc3/Nup88/Nup35/Nup155/Ranbp2/Nup98/Sumo2/Nup85/Nup214/Tpr/Nup62/Nup37/Nup133/Nup107/Nup54/Cbx2/Ring1/Phc2/Cbx8/Nup43/Hdac4",41
"R-MMU-110313","Translesion synthesis by Y family DNA polymerases bypasses lesions on DNA template","26/3969","38/8684",0.684210526315789,1.49702298073225,2.81705452972255,0.00389236922088852,0.0444515104998119,0.0387392212941386,"Rpa1/Pole4/Rev3l/Usp10/Pold1/Rev1/Poli/Rpa3/Ufd1/Isg15/Rfc1/Pold2/Rpa2/Pold4/Sprtn/Ubc/Usp43/Rfc2/Polk/Pole3/Rchy1/Rps27a/Rfc3/Pclaf/Trim25/Ubb",26
"R-MMU-5656169","Termination of translesion DNA synthesis","22/3969","31/8684",0.709677419354839,1.55274343907216,2.82849680690684,0.00390267870937769,0.0444515104998119,0.0387392212941386,"Rpa1/Pole4/Usp10/Pold1/Rev1/Poli/Rpa3/Isg15/Rfc1/Pold2/Rpa2/Pold4/Ubc/Usp43/Rfc2/Polk/Pole3/Rps27a/Rfc3/Pclaf/Trim25/Ubb",22
"R-MMU-69618","Mitotic Spindle Checkpoint","63/3969","107/8684",0.588785046728972,1.28823616674084,2.75237280862873,0.00401720754354633,0.0453029642782106,0.0394812580882146,"Rcc2/Seh1l/Ppp2r5c/Ppp1cc/Rps27/Rps27rt/Nup160/Anapc5/Ahctf1/Anapc1/Ppp2r1b/Clasp2/Dync1h1/Rangap1/Itgb3bp/Pafah1b1/Cdca8/Anapc4/Cenpm/Ranbp2/Nup98/Cdc27/Ube2s/Nup85/Bub1b/Cdc23/Spc24/Cdc16/Incenp/Xpo1/Anapc7/Cdc26/Mapre1/Ube2d1/Cenpi/Nup37/Anapc2/Ska2/Nup133/Cenpc1/Nup107/Cenpo/Taok1/Ppp2r5e/Cenps/Spdl1/Kif18a/Zw10/Dynll1/Ppp2r5a/Aurkb/Kif2c/Clip1/Anapc16/Cenpp/Spc25/Bub3/Dync1i1/Nup43/Bub1/Clasp1/B9d2/Ppp2r1a",63
"R-MMU-429958","mRNA decay by 3' to 5' exoribonuclease","13/3969","16/8684",0.8125,1.77771478961955,2.85663990954669,0.00406175263225864,0.0453562377268881,0.0395276855750247,"Exosc8/Nt5c3b/Exosc4/Exosc5/Exosc7/Exosc1/Hbs1l/Exosc2/Exosc6/Skic8/Dis3/Dcps/Exosc3",13
"R-MMU-4090294","SUMOylation of intracellular receptors","19/3969","26/8684",0.730769230769231,1.59889140841522,2.80582491609848,0.00432514912356199,0.0478285907935642,0.041682326249555,"Ube2i/Pias2/Nr1h3/Pias1/Sumo1/Esr1/Pias4/Rxra/Sumo2/Rora/Ppara/Rara/Nr3c1/Thra/Vdr/Nr5a1/Pgr/Nr5a2/Hdac4",19
"R-MMU-9615933","Postmitotic nuclear pore complex (NPC) reformation","16/3969","21/8684",0.761904761904762,1.66701460125496,2.8076659332213,0.0044866365572144,0.0491372984487231,0.0428228570187569,"Ube2i/Seh1l/Nup160/Pom121/Ahctf1/Rangap1/Ran/Sumo1/Nup35/Nup155/Nup98/Nup85/Nup37/Nup133/Nup107/Nup43",16
"R-MMU-159227","Transport of the SLBP independent Mature mRNA","23/3969","33/8684",0.696969696969697,1.52493949319346,2.77183684241746,0.00457754344712067,0.0496554474882899,0.0432744207582435,"Nxf1/Nup210/Seh1l/Nup160/Pom121/Aaas/Rae1/Nup153/Nup58/Nup88/Nup35/Nup155/Ranbp2/Nup98/Nup85/Nup214/Tpr/Nup62/Nup37/Nup133/Nup107/Nup54/Nup43",23
